channel_id,dow,n,median_views,median_vpd,channel_median,index_vs_channel
UCngIhBkikUe6e7tZTjpKK7Q,Saturday,20,7185.5,140.50902120024605,6915.0,1.04
UCngIhBkikUe6e7tZTjpKK7Q,Monday,20,7033.5,118.29907656868647,6915.0,1.02
UCngIhBkikUe6e7tZTjpKK7Q,Thursday,21,7032.0,110.11216983939015,6915.0,1.02
UCngIhBkikUe6e7tZTjpKK7Q,Wednesday,16,6617.5,146.1149476091107,6915.0,0.96
UCngIhBkikUe6e7tZTjpKK7Q,Friday,19,6376.0,124.69194790821231,6915.0,0.92
UCngIhBkikUe6e7tZTjpKK7Q,Sunday,22,5505.5,116.51967726165506,6915.0,0.8
UCnyrbg0-3GvZyqDSUqVXo2Q,Wednesday,14,47744.5,145.50638072757837,23888.0,2.0
UCnyrbg0-3GvZyqDSUqVXo2Q,Monday,7,32907.0,125.09970385478202,23888.0,1.38
UCnyrbg0-3GvZyqDSUqVXo2Q,Saturday,17,32460.0,116.99781967268108,23888.0,1.36
UCnyrbg0-3GvZyqDSUqVXo2Q,Friday,34,20049.0,168.41133272392307,23888.0,0.84
UCnyrbg0-3GvZyqDSUqVXo2Q,Tuesday,32,18282.0,113.90843740541735,23888.0,0.77
UCnyrbg0-3GvZyqDSUqVXo2Q,Sunday,10,14192.5,147.62648954207657,23888.0,0.59
UCnyrbg0-3GvZyqDSUqVXo2Q,Thursday,5,8737.0,60.63128233700406,23888.0,0.37
UCpExuV8qJMfCaSQNL1YG6bQ,Tuesday,11,407022.0,191.24135425984701,334294.0,1.22
UCpExuV8qJMfCaSQNL1YG6bQ,Thursday,9,403057.0,164.9370093325627,334294.0,1.21
UCpExuV8qJMfCaSQNL1YG6bQ,Wednesday,17,401377.0,213.36370840057873,334294.0,1.2
UCpExuV8qJMfCaSQNL1YG6bQ,Monday,14,349165.5,164.60829086021994,334294.0,1.04
UCpExuV8qJMfCaSQNL1YG6bQ,Friday,5,156336.0,71.00593342458644,334294.0,0.47
UCpH_qlKdyyjBk4mLAZTEKAA,Tuesday,51,19148.0,103.49845180653344,16285.5,1.18
UCpH_qlKdyyjBk4mLAZTEKAA,Friday,51,18059.0,92.36888976104473,16285.5,1.11
UCpH_qlKdyyjBk4mLAZTEKAA,Thursday,50,16980.0,84.66607921862072,16285.5,1.04
UCpH_qlKdyyjBk4mLAZTEKAA,Sunday,36,15726.0,87.31323361571143,16285.5,0.97
UCpH_qlKdyyjBk4mLAZTEKAA,Monday,49,15704.0,84.0579203187411,16285.5,0.96
UCpH_qlKdyyjBk4mLAZTEKAA,Wednesday,57,14803.0,91.47015381287146,16285.5,0.91
UCpH_qlKdyyjBk4mLAZTEKAA,Saturday,42,13951.0,103.86076972363173,16285.5,0.86
UCqiW-g-FwZ6HJ0fsNHC-Iew,Saturday,76,4661.0,29.35833104754645,3700.0,1.26
UCqiW-g-FwZ6HJ0fsNHC-Iew,Thursday,80,3978.0,24.886760930970738,3700.0,1.08
UCqiW-g-FwZ6HJ0fsNHC-Iew,Tuesday,81,3970.0,25.878457829590765,3700.0,1.07
UCqiW-g-FwZ6HJ0fsNHC-Iew,Friday,69,3648.0,22.30245218677068,3700.0,0.99
UCqiW-g-FwZ6HJ0fsNHC-Iew,Monday,79,3639.0,23.359069427896536,3700.0,0.98
UCqiW-g-FwZ6HJ0fsNHC-Iew,Wednesday,82,3208.0,23.014628965963993,3700.0,0.87
UCqiW-g-FwZ6HJ0fsNHC-Iew,Sunday,74,3183.5,24.299795799594612,3700.0,0.86
UCqvaXJ1K3HheTPNjH-KpwXQ,Thursday,11,65719.0,127.42258909690041,32021.0,2.05
UCqvaXJ1K3HheTPNjH-KpwXQ,Monday,5,36607.0,85.58495862414374,32021.0,1.14
UCqvaXJ1K3HheTPNjH-KpwXQ,Tuesday,10,28333.5,103.7705363881513,32021.0,0.88
UCqvaXJ1K3HheTPNjH-KpwXQ,Wednesday,7,26758.0,228.47250566764788,32021.0,0.84
UCrNfRFWnLC3tCy1TnyhVQ7g,Tuesday,7,352343.0,2100.8974494391605,339676.5,1.04
UCrNfRFWnLC3tCy1TnyhVQ7g,Thursday,4,349261.5,1531.872771373095,339676.5,1.03
UCrNfRFWnLC3tCy1TnyhVQ7g,Monday,7,188879.0,565.5486392834536,339676.5,0.56
UCrTFPf6rq5OUSWb7ILW9trg,Monday,66,83896.0,215.01259938466455,72089.0,1.16
UCrTFPf6rq5OUSWb7ILW9trg,Wednesday,51,77469.0,157.38545271340925,72089.0,1.07
UCrTFPf6rq5OUSWb7ILW9trg,Tuesday,64,73497.5,159.02127757993165,72089.0,1.02
UCrTFPf6rq5OUSWb7ILW9trg,Thursday,64,70712.5,170.0172197942183,72089.0,0.98
UCrTFPf6rq5OUSWb7ILW9trg,Sunday,59,68815.0,154.86865432151066,72089.0,0.95
UCrTFPf6rq5OUSWb7ILW9trg,Friday,68,67568.5,157.1020064811919,72089.0,0.94
UCrTFPf6rq5OUSWb7ILW9trg,Saturday,45,61334.0,139.59423131761193,72089.0,0.85
UCsR-oBB7cabU76oTguE17Qw,Saturday,17,13580.0,70.89779842112284,12047.0,1.13
UCsR-oBB7cabU76oTguE17Qw,Friday,26,12663.0,43.45357898034799,12047.0,1.05
UCsR-oBB7cabU76oTguE17Qw,Tuesday,13,12049.0,43.75213182962824,12047.0,1.0
UCsR-oBB7cabU76oTguE17Qw,Monday,23,11805.0,48.349044803248795,12047.0,0.98
UCsR-oBB7cabU76oTguE17Qw,Wednesday,23,11759.0,46.64504431809953,12047.0,0.98
UCsR-oBB7cabU76oTguE17Qw,Thursday,19,11454.0,48.08354175904158,12047.0,0.95
UCsR-oBB7cabU76oTguE17Qw,Sunday,14,11236.0,43.950996171179696,12047.0,0.93
UCsYYksPHiGqXHPoHI-fm5sg,Wednesday,9,97825.0,69.24199035077368,87595.0,1.12
UCsYYksPHiGqXHPoHI-fm5sg,Friday,10,94426.5,67.50871132618167,87595.0,1.08
UCsYYksPHiGqXHPoHI-fm5sg,Sunday,5,94813.0,55.0098233738419,87595.0,1.08
UCsYYksPHiGqXHPoHI-fm5sg,Tuesday,11,90843.0,52.627957117756964,87595.0,1.04
UCsYYksPHiGqXHPoHI-fm5sg,Monday,13,54589.0,37.29268280319098,87595.0,0.62
UCsYYksPHiGqXHPoHI-fm5sg,Thursday,9,28566.0,29.218569082653577,87595.0,0.33
UCtYzVCmNxrshH4_bPO_-Y-A,Sunday,58,13283.5,38.793049693087525,13283.5,1.0
UCtnJmiK9f4pLWhh61ySbdvQ,Sunday,28,10773.0,24.951797959311282,9216.5,1.17
UCtnJmiK9f4pLWhh61ySbdvQ,Wednesday,37,10803.0,20.635079744241356,9216.5,1.17
UCtnJmiK9f4pLWhh61ySbdvQ,Monday,32,10154.0,28.451687670706626,9216.5,1.1
UCtnJmiK9f4pLWhh61ySbdvQ,Saturday,27,9849.0,24.66466343662496,9216.5,1.07
UCtnJmiK9f4pLWhh61ySbdvQ,Thursday,33,9043.0,21.069436647733486,9216.5,0.98
UCtnJmiK9f4pLWhh61ySbdvQ,Friday,30,8247.0,28.614814144001357,9216.5,0.89
UCtnJmiK9f4pLWhh61ySbdvQ,Tuesday,35,7327.0,20.808944886016885,9216.5,0.79
UCurYxozQbvKn-oNUxNJh45Q,Sunday,54,218092.0,586.0700624531926,188685.0,1.16
UCurYxozQbvKn-oNUxNJh45Q,Monday,19,186261.0,518.7559211086807,188685.0,0.99
UCurYxozQbvKn-oNUxNJh45Q,Tuesday,5,136519.0,505.08743923491636,188685.0,0.72
UCurYxozQbvKn-oNUxNJh45Q,Wednesday,4,114555.5,675.3498258874965,188685.0,0.61
UCurYxozQbvKn-oNUxNJh45Q,Thursday,6,80506.0,238.3311059966024,188685.0,0.43
UCvWpf6aN45jIFIifAvBF_aA,Saturday,78,11215.5,66.24902299639595,9773.0,1.15
UCvWpf6aN45jIFIifAvBF_aA,Thursday,74,10007.5,60.30421655932535,9773.0,1.02
UCvWpf6aN45jIFIifAvBF_aA,Tuesday,74,9962.0,59.9349808118053,9773.0,1.02
UCvWpf6aN45jIFIifAvBF_aA,Sunday,75,9854.0,60.66347423030207,9773.0,1.01
UCvWpf6aN45jIFIifAvBF_aA,Monday,76,9664.5,62.12515310238662,9773.0,0.99
UCvWpf6aN45jIFIifAvBF_aA,Wednesday,76,9599.0,62.394168125816904,9773.0,0.98
UCvWpf6aN45jIFIifAvBF_aA,Friday,84,8901.0,56.656726519583586,9773.0,0.91
UCw5TLrz3qADabwezTEcOmgQ,Monday,8,28741.5,117.87621425331466,22542.0,1.28
UCw5TLrz3qADabwezTEcOmgQ,Saturday,27,24832.0,137.2551035711494,22542.0,1.1
UCw5TLrz3qADabwezTEcOmgQ,Thursday,28,23528.0,95.6619619408853,22542.0,1.04
UCw5TLrz3qADabwezTEcOmgQ,Sunday,28,21096.0,79.79628250691455,22542.0,0.94
UCw5TLrz3qADabwezTEcOmgQ,Wednesday,21,20995.0,114.89540303722214,22542.0,0.93
UCw5TLrz3qADabwezTEcOmgQ,Friday,19,20048.0,101.55940239430616,22542.0,0.89
UCw5TLrz3qADabwezTEcOmgQ,Tuesday,20,16547.0,84.14614177390294,22542.0,0.73
UCwTu6kD2igaLMpxswtcdxlg,Sunday,48,52217.5,236.64509468668297,28107.0,1.86
UCwTu6kD2igaLMpxswtcdxlg,Saturday,48,44348.0,151.2392590536977,28107.0,1.58
UCwTu6kD2igaLMpxswtcdxlg,Friday,88,31054.0,65.18762110129038,28107.0,1.1
UCwTu6kD2igaLMpxswtcdxlg,Wednesday,93,27065.0,64.46143854691083,28107.0,0.96
UCwTu6kD2igaLMpxswtcdxlg,Monday,100,26500.5,63.49412552394121,28107.0,0.94
UCwTu6kD2igaLMpxswtcdxlg,Tuesday,99,25753.0,64.73580553222511,28107.0,0.92
UCwTu6kD2igaLMpxswtcdxlg,Thursday,101,23369.0,55.175681387021406,28107.0,0.83
UCxH2HgyINJnROn6TgrTzJkw,Tuesday,7,236682.0,755.2481284268632,163494.0,1.45
UCxH2HgyINJnROn6TgrTzJkw,Sunday,7,184771.0,410.81931587047967,163494.0,1.13
UCxH2HgyINJnROn6TgrTzJkw,Saturday,9,180352.0,624.7621721572904,163494.0,1.1
UCxH2HgyINJnROn6TgrTzJkw,Wednesday,5,137586.0,547.5259592876757,163494.0,0.84
UCxH2HgyINJnROn6TgrTzJkw,Thursday,10,114992.0,370.093859075039,163494.0,0.7
UCxH2HgyINJnROn6TgrTzJkw,Friday,9,105714.0,183.1692918454944,163494.0,0.65
UCybBViio_TH_uiFFDJuz5tg,Friday,29,139865.0,450.19351265227095,139176.0,1.0
UCybBViio_TH_uiFFDJuz5tg,Saturday,9,125649.0,538.4293183029775,139176.0,0.9
